,content,score,label,sentiment,length,num_word,encoded
1101,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
27,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2282,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1082,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
1787,sản phẩm chất lượng nhưng đóng gói hơi méo,4,1,neutral,42,9,"[[262  15  94   7 120   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
245,thời gian giao hàng hơi lâu còn sp khách ko có phàn nàn gì cả,3,1,neutral,61,15,"[[122 112  44   7 113 157  52  36  49  46 283 284 285   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1198,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
99,dùng rất tốt bé ăn ngon miệng sữa dễ uống giá thì cao hơn so với trên nắp hộp,4,1,neutral,77,19,"[[ 21  41  31  12 165 166  58  60  40 167 140 168  29 129  10 169 170  76
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2197,thời gian giao hàng nhanh,4,1,neutral,25,5,"[[122 112  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
833,sản phẩm chất lượng,4,1,neutral,19,4,"[[262   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2331,đóng gói kém quá,4,1,neutral,16,4,"[[ 94 534  35   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1718,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
277,mua 2 hộp trộm vía bé uống hợp k có quà cho bé,4,1,neutral,46,13,"[[ 93 236  76 334  12  40  32  69  46  56 102  12   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
547,đúng đơn đã đặt,4,1,neutral,15,4,"[[144 147 210 149   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
345,hàng nhận khách rất ưng ý,3,1,neutral,25,6,"[[ 44 161  36  41 384   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
29,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
106,nhìn khâu đóng gói k thì thêm bỉm hơi mỏng,4,1,neutral,42,10,"[[186 187  94  69 140 188   6   7   8   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2248,đặt của bé trai giao giày bé gái,3,1,neutral,32,8,"[[149 175  12 845 112 891  12 892   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2284,,3,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
277,mua 2 hộp trộm vía bé uống hợp k có quà cho bé,4,1,neutral,46,13,"[[ 93 236  76 334  12  40  32  69  46  56 102  12   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1134,đặt kem đánh răng hương dâu tây giao hương táo,4,1,neutral,46,10,"[[149 630 662 663 664 665 112 664  50   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2104,nước giặt ok nhưng mùi hơi nặng,4,1,neutral,31,7,"[[ 89 746  17  15 212   7 876   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
101,chất lượng sản phẩm tạm được,3,1,neutral,28,6,"[[ 2  3 24 54  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1064,đóng gói sản phẩm rất đẹp và chắc chắn,4,1,neutral,38,9,"[[94  3 41 95 48 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1771,giao hàng nhanh mùi nước giặt thơm nhưng 1 chai bị chảy ra nhiều nc giặt mong ncc lưu ý khi đóng hàng,4,1,neutral,101,23,"[[112  44 117 212  89 746  98  15 185 381  43 386 271  86 786 746  99 100
  545 248 476  44   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
19,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2121,bịch nhỏ hơn so mình tưởng quá đắt so với giá tiền,4,1,neutral,50,12,"[[413  30  29 129  39 879  35 510 129  10 167 160   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1739,màu sắc sản phẩm không giống hình ncc ghi xuất xứ hàn quốc nhưng hộp thì lại là trung quốc,3,1,neutral,90,20,"[[555   3  42 453 446 100 301 772 773 774  15  76 140 121 109 775   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
846,hàng tốt nhưng giao thiếu hàng cho khách làm mất uy tín,3,1,neutral,55,12,"[[ 44  31  15 112 380  44 102  36 246 150 325   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
833,sản phẩm chất lượng,4,1,neutral,19,4,"[[262   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1100,đóng gói sản phẩm chắc chắn,4,1,neutral,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1770,gói hàng quá chán khách phản ánh chảy ra đầy ngoài,4,1,neutral,50,11,"[[233  44  35 601  36 270 386 271 789 130   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2590,đóng gói sản phẩm chắc chắn,4,1,neutral,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
2262,có vị chua chua hơi khó uống đối với trẻ em,4,1,neutral,43,11,"[[ 46 559  74  74   7 561  40 893 562   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1561,bị lủng lỗ và rót nắp ra bột rớt ra ngoài dong gói cẩn thận lại,4,1,neutral,63,16,"[[ 43 623 723  48 724 170 271 722 725 271 130  73 233 211 121   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
107,bỉm form xấu lắm ạ mỏng lắm mình từng dùng nhiều dòng hippig rồi nhưng k dc ưng dòng này bên shop form lỏng k ôm mông k bo chun thấm hút tạm được mong nhà cc nhập dòng hippig cao cấp hơn 1 xíu để bán,4,1,neutral,199,47,"[[  6 189 190 124 146   8 124  39 191  21  86 192 193 181  15  69 194 131
  192 154 126 133 189 195  69 196 197  69 198  26 199 200  24  54  99  38
  201 202 192 193 203  29 185 204 205 206   0   0   0   0]]"
101,chất lượng sản phẩm tạm được,3,1,neutral,28,6,"[[ 2  3 24 54  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
2422,cũng ok,4,1,neutral,7,2,"[[238  17   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2296,đóng gói sản phẩm chắc chắn,4,1,neutral,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1701,sp phù hợp giá tiền giao ko giống mẫu hình đặt 2 chiếc vớ bị rút chỉ,3,1,neutral,68,17,"[[ 52 659 167 160 112  49 453 424 446 149 236 763 764  43 765 295   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
504,đóng gói sản phẩm chắc chắn,4,1,neutral,27,6,"[[94  3 96  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1444,sp khá là ok ạ ảnh klq khá là ưng ý,4,1,neutral,35,11,"[[ 52  59 109  17 146 492 706  59 109 384   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2036,bé không sử dụng đuọc cứng khó điều khiển,3,1,neutral,41,9,"[[ 12  42 125 863 716 561 864   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
441,mình hài lòng về sản phẩm đã dùng và đang dùng mỗi ngày,4,1,neutral,55,13,"[[ 39 164 258   3 210  21  48 148  21 421 229   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1701,sp phù hợp giá tiền giao ko giống mẫu hình đặt 2 chiếc vớ bị rút chỉ,3,1,neutral,68,17,"[[ 52 659 167 160 112  49 453 424 446 149 236 763 764  43 765 295   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
443,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
102,không thấy cái muỗng của hộp sữa,3,1,neutral,32,7,"[[ 42  47 173 174 175  76  58   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1901,hàng giao nhanh sản phẩm đúng như quảng cáo nhưng chất lượng thì dùng rồi mới biết,4,1,neutral,82,17,"[[ 44 112 117   3 144  71 504  15   2 140  21 181 239 227   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
16,sản phẩm tốt hợp túi tiền,4,1,neutral,25,6,"[[ 3 31 32 33  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1236,sp đóng gói kỹ càng nhưng ko thấy có mùi dầu như các loại mình hay mua ở sthi ko bit thế nào,4,1,neutral,92,23,"[[ 52  94 480  15  49  47  46 212 290  71  45 345  39 318  93 378 481  49
  482 180   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2330,đặt 2 túi 600ml giao chai 1 6l đóng gói thấy cũng kỹ nhưng đổ tè le nhão nhoét thấy ghê mùi ko hợp với mình tính ra quá mắc so với d nee,4,1,neutral,136,34,"[[149 236 406 898 112 381 185 899  94  47 238  75  15 637 900 901 902  47
  843 212  49  32  10  39 182 271  35 633 129  10 903 904   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2169,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2424,thời gian giao hàng rất nhanh,3,1,neutral,29,6,"[[122 112  44  41 117   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
106,nhìn khâu đóng gói k thì thêm bỉm hơi mỏng,4,1,neutral,42,10,"[[186 187  94  69 140 188   6   7   8   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1701,sp phù hợp giá tiền giao ko giống mẫu hình đặt 2 chiếc vớ bị rút chỉ,3,1,neutral,68,17,"[[ 52 659 167 160 112  49 453 424 446 149 236 763 764  43 765 295   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1985,chất lượng sản phẩm tạm được,3,1,neutral,28,6,"[[ 2  3 24 54  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
829,màng co nhìn ko chất lượng lắm cảm giác ko biết phải hàng thật ko,4,1,neutral,65,15,"[[577  88 186  49   2 124 578  49 227 470  44  87  49   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
347,,3,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2388,sản phẩm giống y hình nói chung ok nhưng phần đóng gói ko chắc chắc lắm sp nhỏ mà hộp hàng quá to,4,1,neutral,97,23,"[[  3 453 505 446 158  17  15 635  94  49 123 123 124  52  30 217  76  44
   35 705   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
100,thời gian giao hàng rất nhanh bị móp vỏ,4,1,neutral,39,9,"[[122 112  44  41 117  43 171 172   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2169,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
112,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2423,đóng gói sản phẩm tạm được đặt 4 hộp 4 vị giao 3 hộp với hộp giấy vỏ này ruột kia may là lấy về để giao chứ ship thẳng cho khách thì làm sao,3,1,neutral,140,35,"[[ 94   3  24  54 149 502  76 502 559 112 399  76  10  76 529 172 154 909
  910 823 109 115 258 205 112 469 260 911 102  36 140 458   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1331,uống gần hết 2 hộp rồi mà chả thấy kết quả gì,3,1,neutral,45,12,"[[ 40 390 110 236  76 181 217 621  47 689 284   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1946,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
443,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
505,sp đóng gói kỹ càng nhưng ko thấy có mùi dầu như các loại mình hay mua ở sthi ko bit thế nào,4,1,neutral,92,23,"[[ 52  94 480  15  49  47  46 212 290  71  45 345  39 318  93 378 481  49
  482 180   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
342,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
836,giao hàng nhanh đóng gói chắc chắn shipper ngiệt tình,4,1,neutral,53,10,"[[112  44 117  94  96 582 583 584   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
106,nhìn khâu đóng gói k thì thêm bỉm hơi mỏng,4,1,neutral,42,10,"[[186 187  94  69 140 188   6   7   8   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1944,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
29,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2388,sản phẩm giống y hình nói chung ok nhưng phần đóng gói ko chắc chắc lắm sp nhỏ mà hộp hàng quá to,4,1,neutral,97,23,"[[  3 453 505 446 158  17  15 635  94  49 123 123 124  52  30 217  76  44
   35 705   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2330,đặt 2 túi 600ml giao chai 1 6l đóng gói thấy cũng kỹ nhưng đổ tè le nhão nhoét thấy ghê mùi ko hợp với mình tính ra quá mắc so với d nee,4,1,neutral,136,34,"[[149 236 406 898 112 381 185 899  94  47 238  75  15 637 900 901 902  47
  843 212  49  32  10  39 182 271  35 633 129  10 903 904   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1561,bị lủng lỗ và rót nắp ra bột rớt ra ngoài dong gói cẩn thận lại,4,1,neutral,63,16,"[[ 43 623 723  48 724 170 271 722 725 271 130  73 233 211 121   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1114,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
2039,thời gian giao hàng nhanh,4,1,neutral,25,5,"[[122 112  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
839,,4,1,neutral,0,1,"[[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  0 0 0 0 0 0 0 0 0 0 0 0 0 0]]"
15,mỏng nhỏ,4,1,neutral,8,2,"[[ 8 30  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
2188,chị ơi hnagf em nhận rồi nước giặt chảy đày tay nghe đã chán đề nghị nhà ncc xem xét lại mất khách,3,1,neutral,98,23,"[[887 151 888 525 161 181  89 746 386 889 475 450 210 601 279  38 100 460
  150  36   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1901,hàng giao nhanh sản phẩm đúng như quảng cáo nhưng chất lượng thì dùng rồi mới biết,4,1,neutral,82,17,"[[ 44 112 117   3 144  71 504  15   2 140  21 181 239 227   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2388,sản phẩm giống y hình nói chung ok nhưng phần đóng gói ko chắc chắc lắm sp nhỏ mà hộp hàng quá to,4,1,neutral,97,23,"[[  3 453 505 446 158  17  15 635  94  49 123 123 124  52  30 217  76  44
   35 705   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
842,sản phẩm không có ghi nsx và hsd luôn đã tìm rất lâu mà không thấy thất vọng quá,3,1,neutral,80,19,"[[  3  42  46 301 586  48 587 134 210 588  41 113 217  42  47 356  35   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2262,có vị chua chua hơi khó uống đối với trẻ em,4,1,neutral,43,11,"[[ 46 559  74  74   7 561  40 893 562   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
441,mình hài lòng về sản phẩm đã dùng và đang dùng mỗi ngày,4,1,neutral,55,13,"[[ 39 164 258   3 210  21  48 148  21 421 229   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2330,đặt 2 túi 600ml giao chai 1 6l đóng gói thấy cũng kỹ nhưng đổ tè le nhão nhoét thấy ghê mùi ko hợp với mình tính ra quá mắc so với d nee,4,1,neutral,136,34,"[[149 236 406 898 112 381 185 899  94  47 238  75  15 637 900 901 902  47
  843 212  49  32  10  39 182 271  35 633 129  10 903 904   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
932,đã dùng và rất hiệu quả,4,1,neutral,23,6,"[[210  21  48  41 452   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2197,thời gian giao hàng nhanh,4,1,neutral,25,5,"[[122 112  44 117   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
549,shop đóng gói cẩn thận son thì mềm môi thơm nhẹ nhưng son ko được mịn có bị vón cục và bị lỗi như hình,3,1,neutral,102,25,"[[133  94 211 487 140 486  98 493  15 487  49  54 494  46  43 495 496  48
   43 497  71 446   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
1944,chất lượng sản phẩm tốt,4,1,neutral,23,5,"[[ 2  3 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
   0  0]]"
1197,khách phản hồi giao hàng nhanh sp tốt nhưng vẫn hỏi thêm là tại sao mua 2 hộp mà không được miễn ship,4,1,neutral,101,23,"[[ 36 235 112  44 117  52  31  15  65 670 188 109 536  93 236  76 217  42
   54 671 260   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
2163,mình không hài lòng lắm vì sp rất lỏng không có bọt luôn chỉ có mùi thơm thảo dược thôi,4,1,neutral,87,20,"[[ 39  42 164 124 429  52  41 195  42  46 619 134 295  46 212 881 299   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
    0   0   0   0   0   0   0   0   0   0   0   0   0   0]]"
